CID,DATE,CAR NAME,OWNERSHIP,OFFER,PRICE,TYPE,YEAR,MODE,HP,DISCOUNT,MILEAGE,FUEL,STATUS,DUPLICATE,IGNORE
498,18-03-2016 17:38,Suzuki_Gran_Vitara_1.9ddis__AHK___Steuerriemen_neu__Tuev_03/2018,private,offer,15200,suv,2011,manual,129,60000,3,diesel,No,18-03-2016 00:00,0
499,05-03-2016 15:31,Vw_Passat_1.9Tdi_Tuev_Neu_Navi_6_Gang_131ps,private,offer,3499,Combi,2003,manual,131,150000,5,diesel,No,05-03-2016 00:00,0
500,01-04-2016 22:54,Hyundai_Santa_Fe_2.0_CRDi_VGT_4WD_Automatik_GLS,private,offer,3950,suv,2005,automatic,125,150000,5,diesel,No,01-04-2016 00:00,0
501,09-03-2016 17:48,Audi_A4_Avant_2.0_TDI_DPF_Attraction_18_zoll,private,offer,12000,Combi,2009,manual,143,150000,4,diesel,No,09-03-2016 00:00,0
502,28-03-2016 19:25,Ford_Focus_1.6_TDCi_DPF_Titanium,private,offer,6900,limousine,2009,manual,109,150000,9,diesel,No,28-03-2016 00:00,0
503,11-03-2016 10:37,Ford_C_max_Titanium_Bj_2013___Standheizung_Rueckfahrkamera,private,offer,15300,Combi,2013,manual,115,50000,5,diesel,No,11-03-2016 00:00,0
504,02-04-2016 11:56,Audi_A2_1.4,private,offer,5800,Small Car,2000,manual,75,90000,11,petrol,No,02-04-2016 00:00,0
505,02-04-2016 14:54,Citroën_C8_2.2_HDi_Exclusive,private,offer,1350,bus,2003,manual,128,150000,4,diesel,No,02-04-2016 00:00,0
506,10-03-2016 21:44,Opel_Zafira_1.9_CDTI,private,offer,6200,bus,2006,manual,150,150000,12,diesel,No,10-03-2016 00:00,0
507,14-03-2016 12:51,Audi_S3_Sportback_AUDI_WA_8_fach_bereift,private,offer,37500,Combi,2015,manual,300,10000,5,petrol,No,14-03-2016 00:00,0
508,02-04-2016 10:36,BMW_330,private,offer,5450,Combi,2004,automatic,204,150000,4,diesel,No,02-04-2016 00:00,0
509,28-03-2016 18:44,Citroën_C5_HDi_135_Automatik_Exclusive,private,offer,4250,limousine,2005,automatic,133,150000,12,diesel,No,28-03-2016 00:00,0
510,14-03-2016 00:36,Volkswagen_Golf_1.9_TDI_Pacific,private,offer,3490,limousine,2003,manual,101,150000,4,diesel,No,14-03-2016 00:00,0
511,11-03-2016 17:44,Bmw_325_i_Limousine_Leder_Navy_218_PS,private,offer,10700,limousine,2005,manual,218,150000,6,petrol,No,11-03-2016 00:00,0
512,13-03-2016 20:36,Citroen_C1_4_Tuerig_Automatic_aus_1.Hand_TÜV/AU_Neu,private,offer,3250,limousine,2007,automatic,68,125000,3,petrol,No,13-03-2016 00:00,0
513,02-04-2016 20:57,Mini_Cooper_S,private,offer,5600,Small Car,2002,manual,0,150000,10,petrol,No,02-04-2016 00:00,0
514,31-03-2016 13:56,VW_T4_Transporter_Kasten_LKW_Zulassung,private,offer,3800,NA,2005,manual,88,150000,0,NA,NA,31-03-2016 00:00,0
515,02-04-2016 08:53,Mercedes_Benz_CLS_350_CDI_Orig._23.000_km_Voll.._NP_83.000_€,private,offer,38500,limousine,2011,automatic,265,30000,5,diesel,No,02-04-2016 00:00,0
516,24-03-2016 15:00,Skoda_Fabia_1.2_HTP_Combi,private,offer,1800,Combi,2008,manual,64,90000,12,petrol,Yes,24-03-2016 00:00,0
517,22-03-2016 13:51,Ford_Ka_Royal___Lederausstattung,private,offer,1100,Small Car,2003,manual,69,60000,11,petrol,No,22-03-2016 00:00,0
518,02-04-2016 00:57,Fiat_500L_1.4_16V_Pop_Star,private,offer,13499,bus,2014,manual,95,10000,6,petrol,No,02-04-2016 00:00,0
519,05-04-2016 11:36,BMW_330d_E92_Coupe__245ps__Diesel__Shadow__Bj.2010,private,offer,17900,coupe,2010,manual,245,150000,1,diesel,NA,05-04-2016 00:00,0
520,23-03-2016 13:40,Volkswagen_Golf,private,offer,3666,limousine,2005,manual,75,20000,2,petrol,Yes,23-03-2016 00:00,0
521,07-03-2016 19:39,BMW_318ti_compact,private,offer,2900,limousine,2002,manual,143,150000,11,petrol,No,07-03-2016 00:00,0
522,03-04-2016 15:43,Smart_smart_fortwo_coupe_softouch_passion,private,offer,4490,Small Car,2007,automatic,71,80000,6,petrol,No,03-04-2016 00:00,0
523,26-03-2016 13:44,Nissan_Qashqai_1.6_visia,private,offer,12600,limousine,2011,manual,117,60000,4,petrol,No,26-03-2016 00:00,0
524,22-03-2016 17:38,520_d_Aut._Navi_Prof._Schiebedach__HUD_1_Hand,private,offer,12800,limousine,2011,automatic,184,125000,1,diesel,No,22-03-2016 00:00,0
525,08-03-2016 15:54,Seat_Altea_2.0_TDI,private,offer,4199,bus,2006,manual,140,150000,3,diesel,No,08-03-2016 00:00,0
526,21-03-2016 16:52,Mazda_MX_5_1.8_MZR_Kaminari,private,offer,15999,cabrio,2012,manual,126,50000,12,petrol,No,21-03-2016 00:00,0
527,31-03-2016 15:38,"Mercedes_Benz_SLK_200_Kompressor__""Sommerfahrzeug""",private,offer,13450,cabrio,2006,manual,0,50000,11,petrol,NA,31-03-2016 00:00,0
528,29-03-2016 12:37,Volkswagen_Golf,private,offer,2600,limousine,2006,manual,105,150000,4,diesel,Yes,29-03-2016 00:00,0
529,05-04-2016 08:56,Volkswagen_Caddy_2.0_EcoFuel,private,offer,5100,bus,2006,manual,109,150000,11,cng,No,05-04-2016 00:00,0
530,11-03-2016 10:40,Volkswagen_Achtung_nur_bis_Sonntag_Tiguan_1.4_TSI_DSG,private,offer,26500,suv,2015,automatic,150,10000,11,petrol,No,11-03-2016 00:00,0
531,12-03-2016 22:36,Mercedes_Benz_A_140_Classic,private,offer,3950,limousine,2002,automatic,82,60000,2,petrol,No,12-03-2016 00:00,0
532,20-03-2016 15:38,Audi_A4_S_Line_Avant_2.0_TDI_DPF_Bose_Gewindefahrwerk,private,offer,7990,Combi,2007,manual,170,150000,2,diesel,No,20-03-2016 00:00,0
533,21-03-2016 02:00,Jumper__Kasten_in_teile_zu_verkaufen,private,offer,1111,bus,2005,manual,101,150000,5,diesel,Yes,21-03-2016 00:00,0
534,06-03-2016 22:37,Mercedes_Benz_Avantgard__!!!Tuev_Nagel_Neu!!!Xenon__Euro4,private,offer,4899,Combi,2001,NA,170,150000,7,diesel,No,06-03-2016 00:00,0
535,21-03-2016 10:53,ROVER_75_mit_TÜV,private,offer,2350,limousine,2000,manual,120,150000,0,NA,NA,21-03-2016 00:00,0
536,31-03-2016 18:50,Ford_C_Max,private,offer,3650,bus,2004,manual,136,150000,1,diesel,No,31-03-2016 00:00,0
537,22-03-2016 17:49,Mercedes_Benz_E_220_T_CDI_Classic,private,offer,6190,Combi,2003,manual,150,150000,11,diesel,No,22-03-2016 00:00,0
538,21-03-2016 20:44,Fiat_Punto_Grande_1.2_8V_Active_Start&Stop,private,offer,5000,Small Car,2011,manual,69,70000,9,petrol,No,21-03-2016 00:00,0
539,05-04-2016 10:48,BMW_X5_xDrive30d_Edition_10_Jahre,private,offer,31700,limousine,2010,automatic,235,125000,4,diesel,No,05-04-2016 00:00,0
540,20-03-2016 23:55,Opel_Corsa_C_1.2_Twinport__blau_grau__TÜV_09/17__80PS__69999km,private,offer,4999,Small Car,2006,manual,80,70000,9,petrol,No,20-03-2016 00:00,0
541,07-03-2016 12:47,Toyota_Yaris_1.3_VVT_i,private,offer,5500,Small Car,2008,automatic,0,100000,1,petrol,No,07-03-2016 00:00,0
542,24-03-2016 23:37,Ford_C_Max_1.0_EcoBoost_Start_Stopp_System_Titanium,private,offer,16650,bus,2015,manual,125,40000,1,petrol,No,24-03-2016 00:00,0
543,28-03-2016 17:53,Mitsubishi_Carisma_1.8_GDI_Dynamics__selten_,private,offer,1699,NA,2016,manual,125,150000,7,NA,No,28-03-2016 00:00,0
544,15-03-2016 14:36,Zum_Verkauf_steht_ein_Renault_Twingo_in_einem_gutem_Zustand_!!!,private,offer,1099,Small Car,2001,manual,45,150000,8,petrol,No,15-03-2016 00:00,0
545,16-03-2016 13:45,Dacia_Sandero_1.6_MPI_Stepway_II,private,offer,7900,Small Car,2012,manual,84,20000,10,petrol,No,16-03-2016 00:00,0
546,01-04-2016 13:48,Fiat_Punto_1.2_8V_Active_Clima__Neu_Tuev_/_Inspektion,private,offer,2750,Small Car,2004,manual,60,70000,9,petrol,No,01-04-2016 00:00,0
547,31-03-2016 20:48,Volkswagen_Passat_Variant_1.9_TDI,private,offer,2399,Combi,2002,manual,101,150000,12,diesel,No,31-03-2016 00:00,0
548,23-03-2016 07:55,Mitsubishi_L200_mit_Seilwinde_TÜV_sehr_gepflegt_Bj_2005,private,offer,6500,suv,2005,manual,0,150000,8,diesel,No,23-03-2016 00:00,0
549,09-03-2016 08:57,Opel_Astra_1.7_CDTI_Caravan_Sport_6_Gang,private,offer,3350,Combi,2004,manual,101,150000,10,diesel,No,09-03-2016 00:00,0
550,15-03-2016 19:40,Mercedes_CLS_320_CDI_Schwarz_Metallic,private,offer,12900,limousine,2006,automatic,224,150000,6,diesel,No,15-03-2016 00:00,0
551,01-04-2016 12:56,Volkswagen_Lupo_1.0_Trendline,private,offer,1590,Small Car,2001,manual,50,125000,10,petrol,No,01-04-2016 00:00,0
552,11-03-2016 17:41,Touareg_2.5TDI_Full,private,offer,4500,suv,2003,NA,0,150000,7,diesel,NA,11-03-2016 00:00,0
553,05-03-2016 17:46,VW_Touran_2_0_TDI__Highline,private,offer,5600,Combi,2005,manual,140,150000,1,diesel,No,05-03-2016 00:00,0
554,15-03-2016 14:00,Ford_Mondeo_Titanium_S___Voll_Wie_neu!,private,offer,21900,Combi,2013,manual,163,30000,7,diesel,No,11-03-2016 00:00,0
555,17-03-2016 17:48,Smart_fortwo,private,offer,3900,NA,2007,NA,0,70000,7,NA,NA,17-03-2016 00:00,0
556,22-03-2016 15:45,Dacia_Sandero_1.4_MPI_Ambiance_TÜV_NEU_ZAHNRIEMEN_NEU,private,offer,2999,Small Car,2009,manual,75,125000,8,petrol,No,22-03-2016 00:00,0
557,02-04-2016 17:54,Mercedes_E500_v8,private,offer,8500,limousine,2002,automatic,306,150000,0,lpg,No,02-04-2016 00:00,0
558,26-03-2016 15:38,Mercedes_Benz_A_180_CDI_Autotronic_Classic_DPF,private,offer,5000,limousine,2005,automatic,109,125000,2,diesel,No,26-03-2016 00:00,0
559,05-03-2016 22:57,Toyota_Avensis_1.8_VVT_i_Combi_Sol,private,offer,6300,Combi,2006,manual,129,125000,6,petrol,No,05-03-2016 00:00,0
560,03-04-2016 15:57,Seat_Ibiza_1.4_16V_Reference,private,offer,3400,Small Car,2005,manual,75,125000,4,petrol,Yes,03-04-2016 00:00,0
561,05-04-2016 00:39,Citroën_Xsara__Coupe_1.8i_SX,private,offer,2550,coupe,2000,manual,90,50000,6,petrol,No,04-04-2016 00:00,0
562,11-03-2016 17:38,MINI_COOPER_CABRIO__in_CHILIRED__m._weissen_Rallye_Streifen,private,offer,11000,cabrio,2007,manual,116,90000,0,petrol,No,11-03-2016 00:00,0
563,23-03-2016 18:36,VERKAUFE_SKODA_OCTAVIA_1.6_TDI_KOMBI,private,offer,7250,Combi,2011,manual,105,150000,12,diesel,No,23-03-2016 00:00,0
564,17-03-2016 18:39,Ford_Fiesta_1.4_Futura,private,offer,1999,Small Car,2004,manual,80,100000,3,petrol,No,17-03-2016 00:00,0
565,29-03-2016 10:50,Toyota_Corolla_2005_3_Tuerer_Limousine_Bluetooth_8_Fach_bereift,private,offer,3990,limousine,2005,manual,110,150000,10,petrol,No,29-03-2016 00:00,0
566,23-03-2016 15:57,Ford_Focus_Turnier_1.6_TDCi_Ambiente,private,offer,4200,Combi,2006,manual,90,80000,4,diesel,No,23-03-2016 00:00,0
567,09-03-2016 23:37,BMW_530d,private,offer,5300,limousine,2005,automatic,218,150000,2,diesel,No,09-03-2016 00:00,0
568,02-04-2016 20:47,Smart_Pulse___Mit_original_Sommerfelgen___TÜV_bis_08/2017,private,offer,2100,Small Car,2003,automatic,61,150000,3,petrol,No,02-04-2016 00:00,0
569,09-03-2016 14:41,Bmw_520_i_lpg,private,offer,7000,limousine,2005,manual,170,150000,2,NA,No,09-03-2016 00:00,0
570,31-03-2016 11:57,Volkswagen_Golf_2.0_GTI_DSG,private,offer,6500,limousine,2006,automatic,200,150000,5,petrol,No,31-03-2016 00:00,0
571,07-03-2016 11:25,Opel_Corsa_1.2_16V_Catch_me,private,offer,4150,Small Car,2007,manual,80,150000,5,petrol,No,07-03-2016 00:00,0
572,25-03-2016 18:46,Opel_Cascada_1.4_Turbo,private,offer,18800,cabrio,2013,manual,120,20000,6,petrol,No,25-03-2016 00:00,0
573,20-03-2016 04:02,BMW_120d,private,offer,4350,limousine,2006,manual,163,150000,3,diesel,No,20-03-2016 00:00,0
574,31-03-2016 14:58,Volkswagen_Touran_1.4_TSI_EcoFuel_DSG_Trendline,private,offer,5999,bus,2011,automatic,150,150000,8,cng,Yes,31-03-2016 00:00,0
575,10-03-2016 11:50,Volkswagen_Golf_6,private,offer,9500,limousine,2010,manual,105,150000,2,diesel,No,10-03-2016 00:00,0
576,12-03-2016 16:57,Dacia_Logon_2013_LPG_Autogas_Klima,private,offer,4400,Combi,2013,manual,84,150000,3,lpg,No,12-03-2016 00:00,0
577,26-03-2016 10:53,Opel_Zafira_elegance,private,offer,2199,bus,2001,automatic,125,150000,6,petrol,NA,26-03-2016 00:00,0
578,03-04-2016 11:43,Fiat_Grande_Punto_1.4_16V_Sport,private,offer,3300,Small Car,2006,manual,95,125000,12,petrol,No,03-04-2016 00:00,0
579,07-03-2016 16:46,Mercedes_e_220_diesel,private,offer,1490,NA,2016,manual,95,150000,0,diesel,NA,07-03-2016 00:00,0
580,19-03-2016 10:37,Opel_Astra,private,offer,2900,Combi,2006,manual,101,150000,3,diesel,Yes,19-03-2016 00:00,0
581,30-03-2016 16:54,seat_arosa_1.0_mpi_alu_klima_tuev_no_vw_lupo_corsa._top_zustand,private,offer,2200,Small Car,2000,manual,56,150000,1,petrol,No,30-03-2016 00:00,0
582,03-04-2016 14:40,Opel_corsa_c,private,offer,1600,Small Car,2003,manual,55,150000,9,petrol,NA,03-04-2016 00:00,0
583,09-03-2016 13:45,Verkaufe_gut_erhaltenen_Polo_6N2__Farbe_blau,private,offer,1100,Small Car,2000,manual,75,150000,5,petrol,NA,09-03-2016 00:00,0
584,29-03-2016 21:49,220_cdi_coupe,private,offer,3750,coupe,2004,manual,143,150000,2,diesel,No,29-03-2016 00:00,0
585,29-03-2016 13:50,Volkswagen_Caddy_1.6,private,offer,5000,bus,2005,manual,102,150000,10,petrol,No,29-03-2016 00:00,0
586,29-03-2016 21:53,Renault_Clio_1.6_16V_gt_panoramadach_navi,private,offer,7800,Small Car,2010,manual,128,70000,5,petrol,No,29-03-2016 00:00,0
587,12-03-2016 11:53,BMW_123d_Coupe,private,offer,16990,coupe,2011,manual,204,150000,4,diesel,No,12-03-2016 00:00,0
588,20-03-2016 23:56,Volkswagen_Lupo_1.4_Comfortline,private,offer,1690,Small Car,2002,manual,60,150000,12,petrol,No,20-03-2016 00:00,0
589,14-03-2016 21:44,Volkswagen_Polo_1_2_Trendline,private,offer,4720,Small Car,2007,manual,64,80000,5,petrol,No,14-03-2016 00:00,0
590,02-04-2016 17:39,Seat_Ibiza,private,offer,1750,Small Car,2003,manual,75,150000,3,petrol,NA,02-04-2016 00:00,0
591,15-03-2016 14:53,Volkswagen_Golf_Variant_1.9_TDI,private,offer,1600,Combi,2000,manual,116,150000,6,diesel,No,15-03-2016 00:00,0
592,29-03-2016 15:48,Mercedes_Benz_ML_320_CDI_4Matic_7G_TRONIC,private,offer,15300,suv,2006,automatic,224,150000,1,diesel,No,29-03-2016 00:00,0
593,27-03-2016 22:51,Verkaufe_Top_gepflegten_Audi_S1,private,offer,27500,Small Car,2014,manual,231,30000,4,petrol,No,27-03-2016 00:00,0
594,20-03-2016 12:39,Skoda_Fabia_Kombi_Klima_86PS_ALU_8_fach_bereift_Enjoy_Paket_TOP**,private,offer,7999,Combi,2012,manual,86,50000,3,petrol,No,20-03-2016 00:00,0
595,20-03-2016 22:48,BMW_316ti_compact,private,offer,3000,limousine,2003,manual,116,150000,9,petrol,No,20-03-2016 00:00,0
596,05-03-2016 22:42,Fiat_500_C_1.2_8V_Lounge,private,offer,9450,cabrio,2012,manual,69,50000,6,petrol,No,05-03-2016 00:00,0
597,26-03-2016 17:06,Subaru_Forester_2.0X_Edition___Garantie_11/2017_AHK,private,offer,19950,Combi,2012,manual,150,40000,8,petrol,No,26-03-2016 00:00,0
598,07-03-2016 20:55,BMW_520d_Vollaustattung__Xenon__M_Paket!,private,offer,11999,Combi,2005,manual,163,150000,11,diesel,No,07-03-2016 00:00,0
599,21-03-2016 11:54,Skoda_Fabia_6Y_Combi_1.9_SDI_Tuev_03/2018,private,offer,1500,Combi,2003,manual,64,150000,0,NA,NA,21-03-2016 00:00,0
600,23-03-2016 19:58,Ford_Fiesta_1.0_EcoBoost_Start_Stop_SYNC_Edition,private,offer,14999,Small Car,2015,manual,101,20000,7,petrol,No,23-03-2016 00:00,0
601,11-03-2016 17:42,2002_Toyota_Yaris_TÜV_NEU,private,offer,1700,Small Car,2002,manual,68,150000,1,petrol,No,11-03-2016 00:00,0
602,18-03-2016 15:37,AUDI_A_4__2.7_TDI_V_6_Motor,private,offer,14500,Combi,2008,automatic,190,150000,12,diesel,No,18-03-2016 00:00,0
603,02-04-2016 21:54,Golf_V_2_0_Tdi_Sportline_140_PS,private,offer,2900,limousine,2006,manual,140,150000,6,diesel,No,02-04-2016 00:00,0
604,29-03-2016 22:42,BMW_320d_Langstrecken_Fahrzeug_!!,private,offer,3000,Combi,2003,manual,150,150000,5,diesel,No,29-03-2016 00:00,0
605,01-04-2016 00:57,Bmw_e46_116ti_compact_90tkm,private,offer,4000,NA,2016,manual,0,90000,12,petrol,NA,31-03-2016 00:00,0
606,03-04-2016 14:57,Volkswagen_Golf_2.0_GTI_DSG,private,offer,16500,limousine,2009,automatic,211,90000,11,petrol,No,03-04-2016 00:00,0
607,07-03-2016 02:53,Kia_Ceed_1.6_CRDi_136__GT_Line_ISG_NAVI_PDC_KAMERA,private,offer,19500,limousine,2016,manual,136,5000,3,diesel,No,07-03-2016 00:00,0
608,04-04-2016 19:58,Mercedes_Benz_SLK_350_7G_TRONIC,private,offer,15500,cabrio,2005,automatic,272,125000,1,petrol,No,04-04-2016 00:00,0
609,08-03-2016 19:46,Audi_A6/S6,private,offer,3500,Combi,2001,automatic,220,150000,9,petrol,NA,08-03-2016 00:00,0
610,09-03-2016 22:55,VW_Golf_V_1.6_FSI_Sportline,private,offer,5299,limousine,2006,manual,115,150000,3,petrol,No,09-03-2016 00:00,0
611,04-04-2016 19:43,Volkswagen_Polo_1.2_TSI_Highline__Winter_Paket_,private,offer,9300,Small Car,2010,manual,105,90000,3,petrol,No,04-04-2016 00:00,0
612,29-03-2016 08:32,Mercedes_Benz_C_200_CDI_7G_TRONIC_Avantgarde_Edition_C,private,offer,10800,limousine,2013,automatic,136,150000,6,diesel,No,29-03-2016 00:00,0
613,25-03-2016 13:48,Fiat_500_C_1.2_Lounge_Sonderedition,private,offer,8999,cabrio,2012,manual,69,40000,3,petrol,No,25-03-2016 00:00,0
614,05-03-2016 17:48,Opel_Corsa_1.0_12V_Njoy_HU/AU_neu__2/2018_,private,offer,1700,Small Car,2003,manual,58,150000,2,petrol,No,05-03-2016 00:00,0
615,18-03-2016 11:47,Audi_A3_1.6L__94_TKM_2_Hand_8_Fach_ber.Klimaautomatik_Service_Neu,private,offer,6900,NA,2016,manual,102,100000,8,petrol,No,18-03-2016 00:00,0
616,20-03-2016 21:55,Opel_Astra_H/GTC__1_6_Liter,private,offer,4750,coupe,2006,manual,77,125000,11,petrol,No,20-03-2016 00:00,0
617,07-03-2016 22:37,BMW_123d_Coupe_TOP_ZUSTAND,private,offer,19500,coupe,2008,manual,204,125000,3,diesel,No,07-03-2016 00:00,0
618,17-03-2016 11:52,Volkswagen_Golf_GTI_BlueMotion_Technology,private,offer,25499,limousine,2014,manual,220,20000,8,petrol,No,17-03-2016 00:00,0
619,19-03-2016 19:47,Audi_A3_Sportback_Ambiente_2.0_FSI_Tiptronic__WKR__Tempomat__EPH,private,offer,6990,Combi,2005,automatic,150,150000,7,petrol,No,19-03-2016 00:00,0
620,23-03-2016 11:54,MINI_Mini_Cooper_Top_Zustand!,private,offer,2500,Small Car,2003,manual,116,150000,4,petrol,No,23-03-2016 00:00,0
621,20-03-2016 10:48,Toyota_IQ_1.0_N_collection_Licht/Regensensor_Keyless_Go,private,offer,6490,Small Car,2010,manual,68,50000,9,petrol,No,20-03-2016 00:00,0
622,28-03-2016 12:25,Ford_Focus_Kombi,private,offer,1490,Combi,2001,manual,101,150000,0,petrol,No,28-03-2016 00:00,0
623,25-03-2016 20:55,Skoda_Full_Ausstatung_leder_Klima_V6_150_ps_tdi,private,offer,2750,limousine,2002,manual,150,150000,10,diesel,No,25-03-2016 00:00,0
624,06-03-2016 00:37,Volkswagen_Beetle,private,offer,9499,cabrio,2009,manual,75,125000,8,petrol,No,05-03-2016 00:00,0
625,02-04-2016 18:42,Mercedes_Benz_CLK_Cabrio_230_Kompressor_Avantgarde,private,offer,5999,cabrio,2000,automatic,197,150000,6,petrol,No,02-04-2016 00:00,0
626,08-03-2016 23:52,Corsa_C_*einsteigen_und_los*,private,offer,1500,Small Car,2001,manual,75,150000,11,petrol,No,08-03-2016 00:00,0
627,20-03-2016 15:37,Opel_Corsa_C.Zu_Verkauf,private,offer,1999,limousine,2002,manual,0,150000,6,petrol,No,20-03-2016 00:00,0
628,17-03-2016 13:46,VW_Passat_3bg_Kombi_1_9TDI_131PS_Tuev_neu,private,offer,2999,Combi,2003,manual,131,150000,6,NA,No,17-03-2016 00:00,0
629,11-03-2016 22:41,Audi_A4_Avant_1.8T_Klima/SHZ/Standheizung/Automatik,private,offer,8500,Combi,2006,automatic,163,125000,5,petrol,No,11-03-2016 00:00,0
630,09-03-2016 14:40,Opel_Astra_G_Cabrio_*Sonderausstattung*,private,offer,5000,cabrio,2003,manual,147,150000,3,petrol,No,09-03-2016 00:00,0
631,24-03-2016 10:37,Alfa_Romeo_159_Sportwagon_1.9_JTDM_16V_DPF_TI_Motorschaden,private,offer,6000,Combi,2008,manual,150,150000,3,diesel,Yes,24-03-2016 00:00,0
632,06-03-2016 21:39,Volkswagen_Golf_1.4_TSI_DSG_GT_Sport,private,offer,8500,limousine,2008,automatic,140,150000,2,petrol,No,06-03-2016 00:00,0
633,31-03-2016 00:46,Peugeot_307_SW_110_Premium,private,offer,1600,Combi,2003,manual,109,150000,3,petrol,No,30-03-2016 00:00,0
634,12-03-2016 17:38,Seat_Altea_XL_1.4_TSI_Style,private,offer,9300,bus,2010,manual,125,80000,11,petrol,No,12-03-2016 00:00,0
635,23-03-2016 19:51,Chrysler_Crossfire_STARTECH_4.4S_Testwagen_Sammlerobjekt,private,offer,20000,coupe,2004,manual,325,125000,3,petrol,No,23-03-2016 00:00,0
636,24-03-2016 14:58,Audi_A3_8_Fach_bereift,private,offer,1050,NA,2016,manual,101,150000,6,petrol,No,24-03-2016 00:00,0
637,23-03-2016 20:45,Volkswagen_Lupo_1.7_SDI_mit_Standheizung_Webasto,private,offer,2300,Small Car,2000,manual,60,150000,3,diesel,No,23-03-2016 00:00,0
638,15-03-2016 21:42,Mazda_CX_5_2.0_SKYACTIV_G_AWD_Sports_Line,private,offer,22950,suv,2013,manual,160,30000,11,petrol,No,15-03-2016 00:00,0
639,24-03-2016 10:48,VW_Golf_1_4_2003__Klima__1_Hand__Scheckheft__TÜV_3/18,private,offer,2990,Combi,2003,manual,75,150000,6,petrol,No,24-03-2016 00:00,0
640,27-03-2016 18:38,Ford_Galaxy_TDI_Viva,private,offer,5150,bus,2005,manual,116,100000,1,diesel,No,27-03-2016 00:00,0
641,28-03-2016 17:39,VW_Touran_III_2.0_TDI_DSG_Highline_ALU_NAVI_PDC_PANORAMA_Standhzg,private,offer,18650,bus,2011,automatic,140,100000,1,diesel,No,28-03-2016 00:00,0
642,21-03-2016 17:25,Mercedes_CL_55_AMG_absolute_voll_Ausstattung_!!!_Mit_neuem_Tuev,private,offer,5490,coupe,2002,automatic,348,150000,9,petrol,No,21-03-2016 00:00,0
643,17-03-2016 19:54,Nissan_Note_1_4_Benziner_mit_original_32500_Km_Tuev_Neu_KLIMA,private,offer,4600,limousine,2006,manual,88,30000,9,petrol,No,17-03-2016 00:00,0
644,09-03-2016 16:39,A4_2.0_TDI_QUATTRO_Traktionskontrolle_und_Stabilitaets,private,offer,3899,Combi,2007,manual,170,150000,6,diesel,NA,09-03-2016 00:00,0
645,15-03-2016 00:56,Volkswagen_New_Beetle_2.0_Automatik,private,offer,8500,limousine,2008,automatic,116,30000,12,petrol,No,15-03-2016 00:00,0
646,31-03-2016 19:54,Audi_S3_Limousine/Top_Austattung/Volle_Garantie,private,offer,38800,limousine,2014,manual,300,20000,7,petrol,No,31-03-2016 00:00,0
647,21-03-2016 10:55,BMW_325d_DPF_Touring_Aut._NAVI_LEDER_PANORAMA_XENON,private,offer,9990,Combi,2010,automatic,197,150000,2,diesel,No,21-03-2016 00:00,0
648,04-04-2016 13:47,Angebot_Peugeot307,private,offer,1950,NA,2016,manual,105,150000,12,NA,No,04-04-2016 00:00,0
649,14-03-2016 10:42,Mercedes_160cdi.__Disel,private,offer,2100,Small Car,2003,manual,0,150000,4,diesel,NA,14-03-2016 00:00,0
650,22-03-2016 18:39,Audi_A6_Avant_3.0_TDI_DPF_quattro_tiptronic_Facelift,private,offer,19890,Combi,2008,automatic,239,125000,10,diesel,No,22-03-2016 00:00,0
651,16-03-2016 09:47,MINI_Mini_Cooper_50_Mayfair,private,offer,12500,Small Car,2010,manual,122,70000,4,petrol,No,16-03-2016 00:00,0
652,07-03-2016 12:52,OPEL_ASTRA_J___OPC_Line___tadelloser_Zustand_/_top_gepflegt,private,offer,15400,limousine,2014,manual,125,10000,3,petrol,No,07-03-2016 00:00,0
653,15-03-2016 20:56,Ford_focus,private,offer,1100,Combi,2000,manual,75,150000,5,petrol,No,15-03-2016 00:00,0
654,18-03-2016 17:39,BMW_320_Ci,private,offer,5200,coupe,2002,manual,170,150000,1,lpg,No,18-03-2016 00:00,0
655,06-03-2016 19:47,Mercedes_Benz_E_350_CDI_DPF_Coupe_AMG_SPORTPAKET/PANORAMA/VOLL,private,offer,22999,coupe,2009,automatic,231,125000,8,diesel,No,06-03-2016 00:00,0
656,11-03-2016 11:51,Volkswagen_Golf,private,offer,7300,Small Car,2005,automatic,140,100000,3,diesel,No,11-03-2016 00:00,0
657,18-03-2016 18:25,Mercedes_Benz_211_CDI_Sprinter_901.661,private,offer,5550,bus,2005,manual,109,150000,4,diesel,No,18-03-2016 00:00,0
658,15-03-2016 16:53,Q7_3.0_TDI_S_Line_Sport_Paket_PLUS__FACELIFT,private,offer,14000,suv,2009,automatic,239,60000,11,diesel,No,15-03-2016 00:00,0
659,17-03-2016 20:56,Saab_9_5_Kombi_2.3_Turbo_Aero,private,offer,1800,Combi,2003,manual,250,150000,5,petrol,Yes,17-03-2016 00:00,0
660,13-03-2016 00:58,Vw_Passat_Unfallwagen,private,offer,6950,Combi,2011,manual,140,150000,5,diesel,Yes,12-03-2016 00:00,0
661,18-03-2016 08:36,Top_gepflegte_A__Klasse_160_mit_Scheckheft_Automatic_Haengerkupp,private,offer,2990,bus,2002,automatic,102,125000,3,petrol,No,18-03-2016 00:00,0
662,24-03-2016 16:46,Peugeot_307_CC_135,private,offer,3490,cabrio,2004,manual,136,125000,12,petrol,No,24-03-2016 00:00,0
